,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
214,214,Marcantonio Bolognese,1480,1534,1507,1519.5,"Marcantonio Raimondi, often called simply Marcantonio, was an Italian engraver, known for being the first important printmaker whose body of work consists largely of prints copying paintings. He is therefore a key figure in the rise of the reproductive print. He also systematized a technique of engraving that became dominant in Italy and elsewhere. His collaboration with Raphael greatly helped his career, and he continued to exploit Raphael's works after the painter's death in 1520, playing a large part in spreading High Renaissance styles across Europe. Much of the biographical information we have comes from his life, the only one of a printmaker, in Vasari's Lives of the Artists.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_214_ubiddc.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_92_al9hto.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_69_qle1so.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_107_umkzdd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_27_bgoov4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_49_wiw2ns.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_55_zo2vp1.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_94_jdfxls.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_21_pkilqg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_4_xn2fun.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_106_q3ak8t.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_16_sm7fgv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_99_hpibsg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_2_ccfygt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_50_wljc8l.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_17_cnaveq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_40_vuqix5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_111_y6b1sm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_87_l7rlze.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_97_mcycq2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_9_eltatp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_0_juqn92.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_13_mphcnv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_102_jzxjlk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_88_t8w2kj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_19_zrlqfx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_51_peqamv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_1_wbkpve.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_91_crxmye.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_109_nh2qfr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_15_za7uhi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_38_qvdebe.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_5_udeyva.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_100_kil01p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_93_uplihe.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_7_hss4ah.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_37_y5j1m2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_103_aftnj2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_44_sbpwea.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_41_buywa3.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_101_vqbmpy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_54_yexegl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_56_ysuz9x.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_22_gl8dp0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_104_y0oldp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_33_bcpyov.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_31_xtjxr4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_42_ozsxmh.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_28_pzmgq6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_24_lrohxq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_110_e9zffs.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_43_m0gdn8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_95_ffmvvl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_45_t4wjul.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_115_dszg1m.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_12_csmhgt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_53_djoxjf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_30_mebiqa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_112_kr8lto.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_26_h7qxem.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_11_gtz7xg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_8_ssk8cz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_108_kefla2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_10_rszl5z.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_32_rro7lq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_20_mo5cwn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_52_s8lxwf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_47_ecr4uc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_34_hkizus.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_6_gwmtdw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_48_nmrweu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_23_qs7tgy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_35_odxir4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_14_ic5ctk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_25_desnpm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_46_rbk6qq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_90_nlbo5l.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_57_xloub8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_98_qvh2lk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_36_wt5lpt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_18_shhycx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_39_ylz2jt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_3_j8fqmd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_96_dmgkz9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_80_whwokz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/214_86_aalx2s.png']"
192,192,Girolamo Santacroce,1502,1537,1520,1520.0,"Girolamo Santacroce was a 16th-century Italian sculptor and medalist of the Renaissance period, active mainly in Naples.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_192_qtwzdz.png,
215,215,Antonio da Sangallo,1484,1546,1515,1520.5,"Antonio da Sangallo the Younger, also known as Antonio da San Gallo, was an Italian architect active during the Renaissance, mainly in Rome and the Papal States.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_215_a0pnog.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/215_0_fbrtvt.png']
147,147,Girolamo Romani,1485,1566,1526,1521.0,"Girolamo Romani (Romanino) was an Italian High Renaissance painter active in the Veneto and Lombardy, near Brescia. His long career brought forth several different styles.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_147_swvbuk.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/147_1_uwgc5d.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/147_2_gbbqmv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/147_0_g4yxal.png']"
148,148,Alessandro Bonvicino (il Moretto),1498,1554,1526,1521.5,"Alessandro Bonvicino, more commonly known as Moretto, or in Italian Il Moretto da Brescia, was an Italian Renaissance painter from Brescia, where he also mostly worked. His dated works span the period from 1524 to 1554, but he was already described as a master in 1516. He was mainly a painter of altarpieces that tend towards sedateness, mostly for churches in and around Brescia, but also in Bergamo, Milan, Verona and Asola; many remain in the churches they were painted for. Most are on canvas, but a number even of large ones are on wood panel. Only a handful of drawings survive.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_148_ugst3v.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/148_1_lybocf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/148_2_c2jmpu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/148_3_nvnwy7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/148_0_wpcaa7.png']"
151,151,Francesco Torbido (il Moro),1482,1562,1522,1522.0,"Francesco Torbido was an Italian painter of the Renaissance period, active mainly in Verona and Venice. He is also known as il Moro.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_151_hev1ed.png,
216,216,Giulio Romano,1499,1546,1522,1522.5,"Giulio Romano, also known by his real name of Giulio Pippi, was an Italian painter and architect. He was a pupil of Raphael, and his stylistic deviations from High Renaissance classicism help define the 16th-century style known as Mannerism. Giulio's drawings have long been treasured by collectors; contemporary prints of them engraved by Marcantonio Raimondi were a significant contribution to the spread of 16th-century Italian style throughout Europe.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_216_fgtmzn.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_10_ybfotl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_11_g8op5c.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_13_epzo1f.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_12_fahqo5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_4_ne4sln.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_3_ys5bvl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_8_ybb1on.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_7_hlhety.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_9_nxv9dm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_16_oreenb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_5_zt0gbx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_1_bfh5qv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_2_ehmurr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_6_x1zc1v.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_0_r6sxnv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_14_bpcglo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/216_15_kuoawl.png']"
217,217,Sebastiano del Piombo,1485,1547,1516,1523.0,"Sebastiano del Piombo was an Italian painter of the High Renaissance and early Mannerist periods famous as the only major artist of the period to combine the colouring of the Venetian school in which he was trained with the monumental forms of the Roman school. He belongs both to the painting school of his native city, Venice, where he made significant contributions before he left for Rome in 1511, and that of Rome, where he stayed for the rest of his life, and whose style he thoroughly adopted.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_217_wyoid2.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/217_1_jpjuir.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/217_3_pzsxvj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/217_0_xv2upn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/217_2_d7hkpn.png']"
218,218,Perino Del Vaga,1501,1547,1524,1523.5,Perino del Vaga was an Italian painter and draughtsman of the Late Renaissance/Mannerism.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_218_hjiwut.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_2_ff9i4k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_8_etk7u7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_6_fli2li.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_11_mz5oix.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_13_ni3zwu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_5_rnecb5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_7_gcc4yu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_0_fibrs8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_1_hbsyb7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_10_uoxl3q.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_4_rghgxr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_12_ldl0gy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_14_apoeq9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_15_lqcfna.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_3_m33ob4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/218_9_uj6cor.png']"
212,212,Giovanni da Castel Bolognese,1494,1553,1524,1524.0,"Giovanni Bernardi, also known as Giovanni da Castel Bolognese and as Giovanni da Castelbolognese, was an Italian gem engraver and medallist who was born in Castel Bolognese, Italy. He was the son of a goldsmith and by 1530 had moved to Rome, where he had a position in the Papal mint, which also allowed him time to work for other patrons. These included Cardinal Ippolito de' Medici (1511–35), Pope Clement VII (1523–34), Cardinal Alessandro Farnese, the future Pope Paul III, as well as his grandson, also called Cardinal Alessandro Farnese. He was ""a skillful composer of elegant nudes in elaborate scenes"".",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_212_v4fsmj.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/212_2_tkfqkm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/212_1_chocve.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/212_0_haonqw.png']"
219,219,Domenico Beccafumi,1485,1551,1518,1524.5,Domenico di Pace Beccafumi was an Italian Renaissance-Mannerist painter active predominantly in Siena. He is considered one of the last undiluted representatives of the Sienese school of painting.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_219_yafqgv.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_2_rnress.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_4_nshebo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_8_ae16af.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_26_gyl04j.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_11_faaz1h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_20_qumczw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_1_sdauml.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_3_ggqcoi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_6_hahkcn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_10_elzmqi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_5_yqzbmc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_13_lxibfi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_9_ukuzwm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_25_whkd3n.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_7_plaba9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/219_0_qh9g1v.png']"
220,220,Giovann'Antonio Lappoli,1492,1552,1522,1525.0,Giovanni Antonio Lappoli (1492–1552) was a Tuscan painter from Arezzo who painted in a Mannerist style.,,
221,221,Niccolò Soggi,1477,1552,1514,1525.5,"Niccolò Soggi was an Italian painter, born in Monte San Savino in the Province of Arezzo, Italy.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_221_zjs7ih.png,
125,125,Francesco Bacchiacca,1494,1557,1526,1526.0,"Francesco d'Ubertino Verdi, called Bachiacca. He is also known as Francesco Ubertini, il Bacchiacca (1494–1557). He was an Italian painter of the Renaissance whose work is characteristic of the Florentine Mannerist style.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_125_lafsls.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/125_3_zidhuu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/125_0_zmhynd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/125_1_mbwemk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/125_2_tthp5b.png']"
